Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,14308019.71,2024-02-13,P00024,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD.
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,14308019.71,2023-11-24,P00019,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",OPTION EXERCISE.
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,14308019.71,2023-10-27,P00018,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD FOR SAN DIEGO FACILITIES.
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,14290836.0,2024-03-12,P00018,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY EXERCISE OPTION
CBP,70B01C22F00000711,DEPLOYED RESOURCES LLC,14286254.0,2024-02-02,P00013,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION 13 MOD.
CBP,70B01C22F00000778,DEPLOYED RESOURCES LLC,14240453.0,2024-04-23,P00017,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",OPTION EXERCISE
CBP,70B02C23F00000862,"ADVANCED TECHNOLOGY SYSTEMS COMPANY, INC. (OF VIRGINIA)",14224611.74,2024-08-27,P00002,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",P00002-FUNDING
CBP,70B04C20F00001357,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",14070252.67,2024-09-23,P00017,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,SURGE
CBP,70B01C22F00000711,DEPLOYED RESOURCES LLC,13958094.0,2024-02-29,P00014,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXTEND SERVICES.
CBP,70B04C22F00000132,"AT&T ENTERPRISES, LLC",13881012.5,2024-09-17,P00008,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)",WIRED TELECOMMUNICATIONS CARRIERS,EXERCISE OPTION PERIOD 2 AND FULLY FUND OPTION PERIOD 1
CBP,70B01C24F00000327,DEPLOYED RESOURCES LLC,13833912.0,2024-08-29,0,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",YUMA SSF FOLLOW ON TASK ORDER AWARD.
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,13808019.71,2024-06-21,P00033,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",SAN DIEGO SOFT SIDE FACILITY OPTION
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,13720536.0,2024-05-10,P00022,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY 52.217-8 30-DAYS
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,13524244.2,2024-02-12,P00007,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXERCISE OPTION. CORRECT TOTAL CONTRACT VALUE.
CBP,70B03C23F00000456,"DIGNARI, LLC",13204255.0,2024-07-17,P00003,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER FACILITIES MANAGEMENT SERVICES,IDENTITY VERIFICATION SERVICES
CBP,70B03C21F00001132,RAPISCAN SYSTEMS INC,13171047.0,2024-09-26,P00010,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,"ADDITIONAL FUNDING IN THE AMOUNT OF $13,171,047.00"
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,12810836.0,2023-11-13,P00014,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY OPTION EXERCISE
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,12736631.2,2024-03-14,P00008,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD 7. CORRECT TOTAL CONTRACT VALUE
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,12736631.2,2024-04-12,P00010,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXERCISE OPTION PERIOD 8
CBP,70B04C23F00000887,"SEV1TECH, LLC",12573724.75,2024-05-09,P00002,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,COMPUTER FACILITIES MANAGEMENT SERVICES,EXTEND POP
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,12554785.82,2024-06-10,P00024,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY 52.217-8 30-DAY OPTION
CBP,70B02C21C00000017,GLOBAL MARITEK SYSTEMS INC,12482863.85,2024-07-02,P00030,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,SHIP BUILDING AND REPAIRING,VESSEL OPERATION AND LOGISTICS SUPPORT
CBP,70B01C22F00000778,DEPLOYED RESOURCES LLC,12233859.1,2024-05-23,P00019,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION 5 IN ACCORDANCE WITH FAR 52.217-8
CBP,70B02C22C00000016,"GENERAL ATOMICS AERONAUTICAL SYSTEMS, INC.",12202309.0,2024-05-22,P00017,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,UAS OPERATIONAL AND MAINTENANCE SUPPORT
CBP,70B03C24F00000283,"TRAILBOSS ENTERPRISES, INC.",12044238.44,2024-04-23,0,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,SECURITY GUARDS AND PATROL SERVICES,THE PURPOSE OF THIS ORDER IS TO PROVIDE GROUND TRANSPORTATION SERVICE TO REDIRECT AGENTS AND OFFICERS TOWARD MORE TRADITIONAL LAW ENFORCEMENT DUTIES.  THE CONTRACTOR WILL PROVIDE MIGRANT TRANSPORT AND FACILITY GUARD SERVICE.
CBP,70B06C24F00000442,ADC LTD NM,11708742.33,2024-09-30,P00002,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OP2
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,11419494.32,2024-06-07,P00002,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","MODIFICATION TO EXERCISE OPTION PERIOD ONE, INCORPORATE WAGE DETERMINATION."
CBP,70B04C22F00000617,"THUNDERCAT TECHNOLOGY, LLC",11402663.44,2024-06-28,P00003,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,"THIS MODIFICATION EXERCISES OPTION YEAR TWO (2) FOR THE PERIOD OF JUNE 30, 2024 THROUGH JUNE 29, 2025 AND ADDS SALESFORCE MAPS TO THE DELIVERY ORDER."
CBP,70B01C22F00000721,DEPLOYED RESOURCES LLC,11338036.0,2024-08-08,P00026,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDE FACILITY 30-DAYS 52.217-8
CBP,70B02C23F00000876,GENERAL DYNAMICS ONE SOURCE LLC,11247241.0,2024-08-14,P00002,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","P00002-EXERCISE CLINS 0013 & 21, UPDATE PBP"
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",11195094.94,2024-02-07,P00043,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL OPTION YEAR 2 (OY2)
CBP,70B01C23F00000067,DEPLOYED RESOURCES LLC,11169680.4,2024-08-23,P00037,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION FOR SAN DIEGO
CBP,70B01C22F00000406,DEPLOYED RESOURCES LLC,11088842.0,2024-04-12,P00024,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",NORTH EAGLE PASS SOFT SIDE FACILITY 30-DAY OPTION
CBP,70B01C22F00000406,DEPLOYED RESOURCES LLC,11087182.0,2024-03-12,P00022,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",NORTH EAGLE PASS OPTION EXERCISE
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",11000000.0,2024-01-19,P00042,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL OPTION YEAR 2 (OY2)AND REVISION TO SOW.
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,10919494.32,2024-07-10,P00003,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 2 (JULY 11, 2024 - AUGUST 8, 2024)"
CBP,70B04C24F00000184,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,10805757.74,2024-06-06,P00004,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,IT SERVICE AND SUPPORT
CBP,70B01C24F00000529,DEPLOYED RESOURCES LLC,10678109.1,2024-07-22,0,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",BRIDGE CONTRACT.
CBP,70B01C22F00000778,DEPLOYED RESOURCES LLC,10678109.1,2024-06-21,P00020,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",DONNA SOFT SIDE FACILITY 52.217-8 30-DAY OPTION
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,10569985.73,2024-05-30,P00015,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DATA CENTER SUPPORT SERVICES
CBP,70B03C23F00000456,"DIGNARI, LLC",10525911.09,2024-05-15,P00002,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER FACILITIES MANAGEMENT SERVICES,IDENTITY VERIFICATION SERVICES - MODIFICATION TO EXERCISE OPTION YEAR ONE
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,10493923.0,2024-08-09,P00004,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD THREE, INCORPORATE STATEMENT OF WORK REVISION FOR FOOD SERVICES"
CBP,70B02C24F00000784,CHARTIS CONSULTING CORPORATION,10287496.62,2024-09-29,P00001,FIBER OPTIC CABLES,ENGINEERING SERVICES,"THE PURPOSE OF THIS MODIFICATION TO EXERCISE OPTION CLIN 1001 THROUGH OPTION CLIN 1012 FOR A TOTAL OF $10,287,496.62."
CBP,70B04C21C00000014,"CHENEGA IT ENTERPRISE SERVICES, LLC",10177393.82,2024-06-28,P00026,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,THE PURPOSE OF THIS MODIFICATION (P00026) TO CONTRACT 70B04C21C00000014 IS TO FULLY FUND AND INCREASE THE CEILING FOR OPTION PERIOD 3.
CBP,70B06C24F00000767,"STEAMPUNK, INC.",10157254.85,2024-09-19,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,TASK ORDER FOR HR IT SERVICES OFF OF CIO SP3 SB
CBP,70B03C22F00001229,DELOITTE CONSULTING LLP,10079781.05,2024-06-28,P00005,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,PROFESSIONAL SUPPORT SERVICES
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",10000000.0,2024-07-17,P00021,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,FUNDING ACTION ONLY DUE TO BUDGET
CBP,70B06C24F00001049,"EAP CONSULTANTS, LLC",9999913.56,2024-09-30,0,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,OTHER INDIVIDUAL AND FAMILY SERVICES,EMPLOYEE ASSISTANCE PROGRAM SUPPORT
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,9995505.0,2024-05-20,0,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","SOFT SIDED FACILITY IN NORTH EAGLE PASS, TEXAS"
CBP,70B01C24F00000529,DEPLOYED RESOURCES LLC,9989777.1,2024-08-20,P00002,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION AND UPDATE SOW TO INCLUDE TENDER AGE MENU.
CBP,70B04C23F00000620,AMERICAN SCIENCE & ENGINEERING INC,9919491.5,2024-05-28,P00004,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,"THE PURPOSE OF THIS MODIFICATION (P00004) IS TO EXTEND THE PERIOD OF PERFORMANCE, APPOINT A NEW COR, AND APPOINT A NEW TASK MONITOR FOR TASK ORDER 70B04C23F00000620."
CBP,70B04C24F00000776,SENTRILLION CORPORATION,9909141.6,2024-09-27,0,"MAINT/REPAIR/REBUILD OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",COMPUTER SYSTEMS DESIGN SERVICES,BORDER SECURITY DEPLOYMENT PROGRAM CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS SUPPORT SERVICES
CBP,70B01C24F00000354,DEPLOYED RESOURCES LLC,9880325.05,2024-09-30,P00006,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXTEND POP AND PROVIDE ADDITIONAL FUNDING.
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",9751791.99,2024-04-02,P00048,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - MODIFICATION ISSUED TO ADD INCREMENTAL OPTION YEAR 2 (OY2)
CBP,70B02C23F00000877,"ELBITAMERICA, INC.",9658997.3,2024-09-16,P00004,CONSTRUCTION OF ELECTRONIC AND COMMUNICATIONS FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",P00004-FUNDS WERE NOT OBLIGATED UNDER P00003. THIS MOD OBLIGATES THE FUNDS ONLY.
CBP,70B01C24F00000414,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.",9462353.7,2024-09-04,0,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,"PROGRAM, PROJECT AND MISSION SUPPORT SERVICES (PMSS)"
CBP,70B03C21C00000052,"J.P. INDUSTRIES, INC.",9261457.8,2024-07-25,P00014,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"EXERCISE OPTION PERIOD 3 FOR THE PERIOD OF PERFORMANCE FROM AUGUST 1, 2024 THROUGH JULY 31, 2025."
CBP,70B06C23F00000194,"CACI, INC. - FEDERAL",9207101.48,2024-02-26,P00007,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,EXERCISE OP4
CBP,70B06C24F00000950,"LIFECARE, INC",9191250.0,2024-09-27,0,SOCIAL- OTHER,OTHER INDIVIDUAL AND FAMILY SERVICES,EMERGENCY BACKUP CARE SERVICES
CBP,70B01C24F00000659,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,9177140.67,2024-08-12,0,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,ALL OTHER SPECIALTY TRADE CONTRACTORS,FUNDED TASK ORDER FOR UNSCHEDULED MAINTENANCE FOR IDIQ CONTRACT 70B01C21D00000023.
CBP,70B02C24F00000863,TRIBALCO LLC,9060099.1,2024-09-17,0,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,AMO MOBILE RADIO EQUIPMENT BUY
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",9000000.0,2023-12-06,P00011,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,OPTION PERIOD II
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",9000000.0,2024-01-19,P00012,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,PARTIAL FUNDING DUE TO CR
CBP,70B03C24F00000283,"TRAILBOSS ENTERPRISES, INC.",8988088.52,2024-09-06,P00005,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,SECURITY GUARDS AND PATROL SERVICES,FUNDING ACTION ONLY
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,8784131.2,2024-05-10,P00011,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD NINE, EXTEND PERIOD OF PERFORMANCE OF LINE ITEMS, FUND ISOLATION POD REVISION"
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,8736631.2,2024-08-09,P00014,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD, INCORPORATE STATEMENT OF WORK REVISION FOR FOOD SERVICE"
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,8736631.2,2024-07-10,P00013,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 11 (JULY 10, 2024 - AUGUST 8, 2024). CORRECT TOTAL CONTRACT VALUE."
CBP,70B01C23F00000312,DEPLOYED RESOURCES LLC,8736631.2,2024-06-10,P00012,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD ONE, INCORPORATE REVISED SERVICE CONTRACT ACT WAGE DETERMINATION FOR LAREDO, TEXAS."
CBP,70B03C22F00000336,"RANGER LAND SYSTEMS, INC.",8700000.0,2024-03-12,P00014,OPERATION OF MISCELLANEOUS BUILDINGS,FACILITIES SUPPORT SERVICES,ADDITIONAL FUNDING DUE TO CR
CBP,70B01C22F00001009,"CADDELL CONSTRUCTION CO. (DE), LLC",8698417.0,2023-11-12,P00002,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,RE-WORK AND EXTEND POP
CBP,70B04C22C00000102,"LEIDOS, INC.",8697390.13,2024-05-29,P00006,MISCELLANEOUS MAINTENANCE AND REPAIR SHOP SPECIALIZED EQUIPMENT,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",THE PURPOSE OF THIS MODIFICATION (P00006) IS TO EXTEND THE PERIOD OF PERFORMANCE AND APPOINT A NEW COR FOR CONTRACT 70B04C22C00000102.
CBP,70B04C23F00000771,"THUNDERCAT TECHNOLOGY, LLC",8693067.15,2024-07-30,P00001,IT AND TELECOM - IT MANAGEMENT TOOLS/PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SERVICE NOW LICENSES
CBP,70B02C21C00000005,"AMENTUM SERVICES, INC.",8659615.03,2023-12-01,P00040,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRCRAFT MAINTENANCE AND LOGISTICS SUPPORT SERVICES - ISSUANCE OF OPTION YEAR INCREMENTAL FUNDS AND INCENTIVE FEE.
CBP,70B01C22F00000711,DEPLOYED RESOURCES LLC,8619610.4,2024-07-31,P00020,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",YUMA SOFT SIDE FACILITY 52.217-8 30-DAY OPTION
CBP,70B02C23C00000053,AVANTUS FEDERAL LLC,8603404.02,2024-05-20,P00013,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,MODIFICATION TO OBLIGATE FUNDING.
CBP,70B06C24F00001128,"FEEA CHILDCARE SERVICES, INC.",8565824.7,2024-09-28,0,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,EXERCISE OF OPTION YEAR ONE (1) CHILDCARE SUBSIDY PROGRAM (CCSP) ADMINISTRATIVE SERVICES
CBP,70B04C23F00000074,ACCENTURE FEDERAL SERVICES LLC,8558963.88,2024-04-25,P00014,IT AND TELECOM - DATA CENTER SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,DATA CENTER SUPPORT SERVICES
CBP,70B04C24C00000103,SMITHS DETECTION INC.,8500945.73,2024-09-13,0,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NON-INTRUSIVE INSPECTION DETECTION EQUIPMENT
CBP,70B02C21C00000017,GLOBAL MARITEK SYSTEMS INC,8433353.43,2024-05-22,P00029,MAINT/REPAIR/REBUILD OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,SHIP BUILDING AND REPAIRING,VESSEL OPERATION AND LOGISTICS SUPPORT
CBP,70B03C24F00000056,COASTAL CLINICAL & MANAGEMENT SERVICES INC,8394094.8,2024-05-22,P00003,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,FINAL INCREMENTAL FUNDING FOR CONTRACT REQUIREMENTS.
CBP,70B02C23F00000686,"TYONEK AIRCRAFT OVERHAUL, LLC",8323078.9,2024-08-06,P00004,MAINTENANCE OF RADAR AND NAVIGATIONAL FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",ADDITIONAL FUNDING
CBP,70B01C24F00000960,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",8185538.74,2024-09-30,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,SPECIAL PROJECTS SPECIFIC TASK ORDER FOR OFFICE OF FINANCE
