Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description,Generated Award ID
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,9926656.65,2021-06-05,P00012,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD 1.,CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,9926655.3,2021-07-07,P00014,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 2 (JULY 8, 2021 - AUGUST 7, 2022).",CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B02C20C00000004,PERATON INC.,9751557.48,2021-03-17,P00012,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,P00012-MODIFICAITON TO EXERCISE OPTION AND ADD FUNDING.,CONT_AWD_70B02C20C00000004_7014_-NONE-_-NONE-
CBP,HSBP1017C00137,ACCENTURE FEDERAL SERVICES LLC,9522474.82,2020-10-23,P00023,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,EXERCISE OPTION YEAR 2,CONT_AWD_HSBP1017C00137_7014_-NONE-_-NONE-
CBP,70B03C19F00000606,DELOITTE CONSULTING LLP,9322850.63,2021-02-26,P00009,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,ADD ADDITIONAL FUNDING FOR FOUR MONTHS OF EXTENDED SERVICES,CONT_AWD_70B03C19F00000606_7014_GS35F0617Y_4732
CBP,70B05C19F00000381,DEV TECHNOLOGY GROUP INC,9145904.41,2021-08-24,P00030,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCORPORATION OF SURGE REQUIREMENTS TO SUPPORT ON DEMAND DEVELOPMENT AND O&M SERVICES.,CONT_AWD_70B05C19F00000381_7014_GS35F0897R_4730
CBP,70B02C20C00000041,PAE AVIATION AND TECHNICAL SERVICES LLC,9032243.69,2020-11-05,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,MOD TO FUND CONTRACT FOR DAY-TO-DAY OPERATIONS INCREMENTALLY THROUGH 12/4/20.,CONT_AWD_70B02C20C00000041_7014_-NONE-_-NONE-
CBP,70B04C19F00001057,RED RIVER TECHNOLOGY LLC,8952019.0,2021-09-22,P00004,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,NETWORK EQUIPMENT AS A SERVICE,CONT_AWD_70B04C19F00001057_7014_NNG15SC85B_8000
CBP,HSBP1017J00634,"TECHOP SOLUTIONS INTERNATIONAL, INC.",8781638.4,2021-09-14,P00008,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,OPTION PERIOD 4,CONT_AWD_HSBP1017J00634_7014_HSHQDC16DP2026_7001
CBP,70B01C21F00000195,DEPLOYED RESOURCES LLC,8668268.0,2021-09-24,P00005,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",MODIFICATION TO EXERCISE OPTION PERIOD,CONT_AWD_70B01C21F00000195_7014_70B01C21A00000002_7014
CBP,HSBP1016J00077,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",8594067.07,2021-04-14,P00027,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES","DATA PROCESSING, HOSTING, AND RELATED SERVICES",BUSINESS INTELLIGENT SUPPORT SERVICES,CONT_AWD_HSBP1016J00077_7014_HSHQDC13DE2101_7001
CBP,70B02C20C00000041,PAE AVIATION AND TECHNICAL SERVICES LLC,8510830.57,2020-12-09,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"MODIFICATION TO EXERCISE OPTION PERIOD 2 AND INCREMENTALLY FUND CONTRACT THRU DECEMBER 31, 2020",CONT_AWD_70B02C20C00000041_7014_-NONE-_-NONE-
CBP,70B02C20C00000041,PAE AVIATION AND TECHNICAL SERVICES LLC,8500000.0,2021-03-10,P00008,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,"MODIFICATION TO INCREMENTALLY ADD FUNDING THROUGH MARCH 31, 2021 AND REALIGN CONTRACT CEILING.",CONT_AWD_70B02C20C00000041_7014_-NONE-_-NONE-
CBP,70B01C18F00000518,DELOITTE CONSULTING LLP,8477893.75,2021-03-01,P00013,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,"ADD REMAINING FUNDS REQUIRED TO FULLY FUND OPTION YEAR 2, NOW THAT THE CONTINUING RESOLUTION EFFECTIVE PERIOD HAS ENDED AND INCORPORATE 2 LABOR CATEGORIES FROM THE PREVIOUS OPTION YEAR.",CONT_AWD_70B01C18F00000518_7014_GS00Q14OADU113_4732
CBP,70B04C21F00000728,SENTRILLION CORPORATION,8387949.03,2021-06-30,0,IT AND TELECOM - SECURITY AND COMPLIANCE SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"BORDER SECURITY DEPLOYMENT PROGRAM (BSDP) CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS (CAVSS), BSDP PROGRAM AND PROJECT MANAGEMENT, OPERATIONS AND MAINTENANCE SUPPORT SERVICES AND TRANSITION SUPPORT",CONT_AWD_70B04C21F00000728_7014_70B04C20A00000020_7014
CBP,70B01C21F00000301,DEPLOYED RESOURCES LLC,8121925.1,2021-08-13,P00004,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXERCISE OPTION PERIOD 1,CONT_AWD_70B01C21F00000301_7014_70B01C21A00000002_7014
CBP,70B05C19F00000381,DEV TECHNOLOGY GROUP INC,8003855.29,2021-05-11,P00024,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,"MODIFICATION TO INCORPORATE AND FUND LINE ITEMS:  1020, 1030, 1040, 1050, 1060 AND 1070 FOR DEVELOPMENT AND O&M SUPPORT",CONT_AWD_70B05C19F00000381_7014_GS35F0897R_4730
CBP,HSBP1017C00005,"RBEX, INC.",7999999.99,2021-02-10,P00017,HOUSEKEEPING- WAREHOUSING/STORAGE,GENERAL WAREHOUSING AND STORAGE,EXERCISE OPTION YEAR 4.,CONT_AWD_HSBP1017C00005_7014_-NONE-_-NONE-
CBP,70B04C21F00000112,DELOITTE CONSULTING LLP,7992112.81,2021-02-02,0,SUPPORT- MANAGEMENT: OTHER,COMPUTER SYSTEMS DESIGN SERVICES,AWARD TO CONTINUE DATA ANALYTICS FOR UIP,CONT_AWD_70B04C21F00000112_7014_70B04C19A00000003_7014
CBP,70B04C20F00000266,"FOUR POINTS TECHNOLOGY, L.L.C.",7982805.82,2021-05-19,P00005,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,AMAZON WEB SERVICES,CONT_AWD_70B04C20F00000266_7014_HSHQDC13D00003_7001
CBP,70B03C21F00000012,RAPISCAN SYSTEMS INC,7850905.85,2021-03-01,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,"THIS DELIVERY ORDER IS ISSUED AGAINST THE INDEFINITE DELIVERY, INDEFINITE QUANTITY CONTRACT 70B03C21D00000004.THIS ORDER SATISFIES THE MINIMUM BUY REQUIREMENT- 1 MULTI ENERGY PORTAL.",CONT_AWD_70B03C21F00000012_7014_70B03C21D00000003_7014
CBP,70B03C21F00000793,ISS ACTION INC,7797240.87,2021-07-29,0,TRANSPORTATION/TRAVEL/RELOCATION- OTHER: OTHER,SECURITY GUARDS AND PATROL SERVICES,GROUND TRANSPORTATION AND GUARD SERVICES,CONT_AWD_70B03C21F00000793_7014_70B03C19A00000040_7014
CBP,70B06C21F00000292,THE KINETIC GROUP SALES LLC,7749931.28,2021-03-29,0,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,"9MM SERVICE AMMUNITION FOR U.S. CUSTOMS AND BORDER PROTECTION, LAW ENFORCEMENT SAFETY AND COMPLIANCE DIRECTORATE (LESC).",CONT_AWD_70B06C21F00000292_7014_70B06C20D00000009_7014
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,7705477.82,2021-04-23,P00010,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",THE PURPOSE OF THIS MODIFICATION IS TO EXPAND THE CURRENT DONNA SSF FACILITY TO INCREASE CAPACITY AT THE CURRENT FACILITIES.,CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,HSBP1017C00137,ACCENTURE FEDERAL SERVICES LLC,7701785.02,2021-02-01,P00030,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCREMENTAL FUNDING,CONT_AWD_HSBP1017C00137_7014_-NONE-_-NONE-
CBP,70B03C20C00000167,"AXON ENTERPRISE, INC.",7609812.08,2021-06-11,P00003,VIDEO RECORDING AND REPRODUCING EQUIPMENT,AUDIO AND VIDEO EQUIPMENT MANUFACTURING,P00003-MODIFICATION TO PURCHASE ADDITIONAL EQUIPMENT AND INCREASE THE CONTRACT VALUE.,CONT_AWD_70B03C20C00000167_7014_-NONE-_-NONE-
CBP,70B06C21F00001150,"ACUITY-CHS, LLC",7499992.64,2021-08-31,0,MEDICAL- OTHER,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,MEDICAL SERVICES FOR HRM HIRING CENTER OFFICE,CONT_AWD_70B06C21F00001150_7014_70B06C21D00000009_7014
CBP,70B04C20F00000424,"EMERGENT, LLC",7398070.25,2021-07-20,P00002,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,ORACLE UNLIMITED LICENSING AGREEMENT. THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 2.,CONT_AWD_70B04C20F00000424_7014_NNG15SC33B_8000
CBP,70B03C21F00000729,BOOZ ALLEN HAMILTON INC,7269694.9,2021-08-02,0,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,BPA CALL/TASK ORDER: IT SUPPORT/ENTERPRISE BUSINESS MANAGEMENT SUPPORT SERVICES TO SUPPORT CBP,CONT_AWD_70B03C21F00000729_7014_70B04C19A00000002_7014
CBP,70B01C19F00000727,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",7215120.27,2021-07-23,P00010,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,CUSTOM COMPUTER PROGRAMMING SERVICES,IN-SCOPE ADDITION OF CLINS 210-250 AND POP EXTENSION TO CLINS 190-200.,CONT_AWD_70B01C19F00000727_7014_70B01C19A00000022_7014
CBP,70B06C20F00000883,"ANASEC, INC.",7072972.72,2021-08-30,P00005,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION SERVICES,EXERCISE OY1,CONT_AWD_70B06C20F00000883_7014_GS02F011GA_4732
CBP,70B04C19F00001147,BOOZ ALLEN HAMILTON INC,6984707.66,2021-09-25,P00009,SUPPORT- MANAGEMENT: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,MODIFICATION TO EXERCISE OPTION PERIOD 2 AND SURGE IN ACCORDANCE TO THE TERMS OF THE TASK ORDER,CONT_AWD_70B04C19F00001147_7014_70B04C19A00000002_7014
CBP,70B01C21F00000071,DEPLOYED RESOURCES LLC,6974309.34,2021-04-14,P00008,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","MODIFICATION TO SWAP OUT FUNDING TYPES ADD FUNDING FOR GUARDS, CARE GIVERS, AND CAPACITY LINE ITEMS.",CONT_AWD_70B01C21F00000071_7014_GS10F0309T_4730
CBP,70B03C21P00000293,"LEIDOS, INC.",6955408.0,2021-08-18,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,RELOCATABLE PASSENGER VEHICLE SCANNING SYSTEM,CONT_AWD_70B03C21P00000293_7014_-NONE-_-NONE-
CBP,70B04C20F00001359,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,6915614.23,2021-09-28,P00003,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,O&M SERVICES,CONT_AWD_70B04C20F00001359_7014_47QTCK18D0001_4732
CBP,70B04C20F00001348,"LEIDOS, INC.",6869168.47,2021-02-10,P00007,IT AND TELECOM- PROGRAMMING,OTHER COMPUTER RELATED SERVICES,TRAVELERS PROCESSING VETTING SERVICES (TPVS)-MOD TO ADD FUNDING,CONT_AWD_70B04C20F00001348_7014_70B04C20A00000008_7014
CBP,HSBP1017C00137,ACCENTURE FEDERAL SERVICES LLC,6832065.51,2020-12-18,P00028,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCREMENTAL FUNDING,CONT_AWD_HSBP1017C00137_7014_-NONE-_-NONE-
CBP,70B04C21F00000122,"NEW TECH SOLUTIONS, INC.",6711885.29,2021-02-12,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOL (HW/PERPETUAL SW)",OTHER COMPUTER RELATED SERVICES,CISCO SMARTNET MAINTENANCE.,CONT_AWD_70B04C21F00000122_7014_HHSN316201500040W_7529
CBP,70B05C19F00000381,DEV TECHNOLOGY GROUP INC,6605834.9,2021-09-24,P00032,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,INCORPORATION OF ACE COLLECTIONS RELEASE DEVELOPMENT AND O&M SUSTAINMENT SURGE REQUIREMENTS.,CONT_AWD_70B05C19F00000381_7014_GS35F0897R_4730
CBP,70B06C21F00000017,"ACUITY-CHS, LLC",6597501.63,2020-11-30,0,MEDICAL- OTHER,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,MEDICAL SERVICES FOR HRM HIRING CENTER OFFICE,CONT_AWD_70B06C21F00000017_7014_70B06C21D00000009_7014
CBP,70B01C21F00000323,"BCSS, LLC",6526826.92,2021-04-02,0,MAINTENANCE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,CTIMR SAN DIEGO CENTER UNSCHEDULED MAINTENANCE TASK ORDER,CONT_AWD_70B01C21F00000323_7014_70B01C21D00000014_7014
CBP,70B03C21C00000052,"J.P. INDUSTRIES, INC.",6514978.08,2021-07-30,0,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,"CUSTODIAL AND GROUNDS MAINTENANCE SERVICES UNDER THE ABILITYONE PROGRAM FOR CBP, USBP TUCSON SECTOR AREA OF OPERATIONS.",CONT_AWD_70B03C21C00000052_7014_-NONE-_-NONE-
CBP,70B04C20F00001090,"GOVPLACE, LLC",6447371.0,2021-09-14,P00003,INFORMATION TECHNOLOGY SOFTWARE,OTHER COMPUTER RELATED SERVICES,"EXERCISE OPTION PERIOD 1 IAW FAR 52.217-9, OPTION TO EXTEND THE TERM OF THE CONTRACT",CONT_AWD_70B04C20F00001090_7014_NNG15SC77B_8000
CBP,70B03C21F00001549,"DEPENDABLE HEALTH SERVICES, INC",6440592.9,2021-09-30,0,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,TASK ORDER #1 FROM SWB CAREGIVERS IDIQ CONTRACT. CAREGIVER SERVICES FOR THE USBP RIO GRANDE VALLEY SECTOR AREA OF OPERATIONS.,CONT_AWD_70B03C21F00001549_7014_70B03C21D00000045_7014
CBP,70B05C19F00000381,DEV TECHNOLOGY GROUP INC,6423163.2,2021-04-15,P00023,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,SUPPLEMENTAL AGREEMENT FOR IN-SCOPE WORK:  SURGE REQUIREMENTS FOR DEVELOPMENT AND O&M SUPPORT SERVICES.,CONT_AWD_70B05C19F00000381_7014_GS35F0897R_4730
CBP,70B01C20C00000140,"CHEROKEE NATION MANAGEMENT & CONSULTING, L.L.C..",6363481.6,2021-02-17,P00001,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROGRAM SUPPORT,CONT_AWD_70B01C20C00000140_7014_-NONE-_-NONE-
CBP,70B01C21F00000070,KWR CONSTRUCTION INC,6351139.04,2020-12-31,0,CONSTRUCTION OF OTHER NON-BUILDING FACILITIES,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,BORDER BARRIER REPAIR,CONT_AWD_70B01C21F00000070_7014_HSBP1017D00023_7014
CBP,70B03C20F00001383,LOYAL SOURCE GOVERNMENT SERVICES LLC,6346559.48,2021-09-30,P00009,MEDICAL- EVALUATION/SCREENING,TEMPORARY HELP SERVICES,MEDICAL SERVICES,CONT_AWD_70B03C20F00001383_7014_V797D30203_3600
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,6300000.0,2020-12-16,P00003,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,P-3 AIRCRAFT MAINTENANCE CONTRACT,CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B04C20F00001348,"LEIDOS, INC.",6191763.34,2021-01-13,P00005,IT AND TELECOM- PROGRAMMING,OTHER COMPUTER RELATED SERVICES,TRAVELERS PROCESSING VETTING SERVICES (TPVS)-MOD TO ADD FUNDING,CONT_AWD_70B04C20F00001348_7014_70B04C20A00000008_7014
CBP,70B04C21F00001468,"THUNDERCAT TECHNOLOGY, LLC",6156075.14,2021-09-29,0,IT AND TELECOM - APPLICATION DEVELOPMENT SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,THIS IS FOR THE PURCHASE OF SALESFORCE SOLUTION BUNDLE SOFTWARE AND SALESFORCE INTEGRATION CLOUD SOFTWARE.,CONT_AWD_70B04C21F00001468_7014_HSHQDC13D00002_7001
CBP,70B01C18F00000518,DELOITTE CONSULTING LLP,6100547.08,2021-09-29,P00015,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE OF THE STATEMENT OF WORK,CONT_AWD_70B01C18F00000518_7014_GS00Q14OADU113_4732
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,6024481.0,2021-02-04,P00005,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,"P-3 AIRCRAFT MAINTENANCE - MOD PURPOSE:  1. INCREMENTALLY FUND, RE-ALLOCATE FUNDING, AND DE-OBLIGATE FUNDING 2. INCORPORATE TECHNICAL DIRECTION LETTER 3. INCORPORATE DESIGNATED AGENCY REPRESENTATIVE APPOINTMENTS",CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B02C19F00000017,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.",5987078.44,2021-07-07,P00020,SUPPORT- PROFESSIONAL: OTHER,ENGINEERING SERVICES,P00020-ADDITIONAL FUNDING.,CONT_AWD_70B02C19F00000017_7014_GS00Q14OADU124_4732
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,5960000.0,2020-12-31,P00004,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,PROVIDE FUNDING FOR BASE PERIOD OPTION.,CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B03C20F00001458,"PUYENPA SERVICES, LLC",5957777.0,2021-06-28,P00003,IT AND TELECOM- SYSTEMS DEVELOPMENT,OTHER COMPUTER RELATED SERVICES,EXERCISE OF OPTION PERIOD 1,CONT_AWD_70B03C20F00001458_7014_47QTCA20D001Z_4732
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,5890630.99,2021-09-29,P00008,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,P-3 AIRCRAFT MAINTENANCE CONTRACT,CONT_AWD_70B02C20C00000024_7014_-NONE-_-NONE-
CBP,70B03C21F00001497,VIKEN DETECTION CORPORATION,5857812.0,2021-09-28,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,NIGHTHAWK-HBI,CONT_AWD_70B03C21F00001497_7014_70B03C18D00000037_7014
CBP,70B06C21F00000478,THE KINETIC GROUP SALES LLC,5772231.92,2021-05-18,0,"AMMUNITION, THROUGH 30MM",SMALL ARMS AMMUNITION MANUFACTURING,9MM AMMUNITION FOR U.S. BORDER PATROL (USBP).,CONT_AWD_70B06C21F00000478_7014_70B06C20D00000009_7014
CBP,70B05C19F00000381,DEV TECHNOLOGY GROUP INC,5754196.0,2021-02-05,P00020,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,OTHER COMPUTER RELATED SERVICES,"SUPPORT,DEVELOPMENT AND SUSTAINMENT OF ACE/ATAP SYSTEM AND COMPONENTS",CONT_AWD_70B05C19F00000381_7014_GS35F0897R_4730
CBP,70B01C21F00000884,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,5728057.85,2021-08-10,0,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,TASK ORDER FUNDING FOR IDIQ.,CONT_AWD_70B01C21F00000884_7014_70B01C21D00000031_7014
CBP,70B04C18F00000325,NIKSOFT SYSTEMS CORP.,5646916.41,2021-06-11,P00007,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",ENGINEERING SERVICES,"EXERCISE OPTION PERIOD 3, INCREASE FUNDING, CHANGE COR",CONT_AWD_70B04C18F00000325_7014_GS00Q14OADS130_4732
CBP,70B04C21F00000692,SMITHS DETECTION INC.,5590737.16,2021-06-30,0,"IT AND TELECOM - END USER: HELP DESK; TIER1-2, WORKSPACE, PRINT, PRODUCTIVITY TOOLS (LABOR)",OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,SMITHS DETECTION SUPPORT AND ON DEMAND SERVICES.,CONT_AWD_70B04C21F00000692_7014_70B04C18D00000018_7014
CBP,70B03C20C00000076,"TRAINING, REHABILITATION, & DEVELOPMENT INSTITUTE, INC.",5300495.85,2021-04-30,P00003,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,EXERCISE OPTION YEAR 1,CONT_AWD_70B03C20C00000076_7014_-NONE-_-NONE-
CBP,70B01C21F00000342,DEPLOYED RESOURCES LLC,5262691.23,2021-08-16,P00003,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",TUCSON SOFT SIDED FACILITY EXERCISE OPTION 1,CONT_AWD_70B01C21F00000342_7014_70B01C21A00000002_7014
CBP,70B04C20F00001310,UNISSANT INC.,5221256.07,2021-06-22,P00001,"IT AND TELECOM - TELEPROCESSING, TIMESHARE, CLOUD COMPUTING, AND HIGH PERFORMANCE COMPUTING",COMPUTER SYSTEMS DESIGN SERVICES,ACTIVATE AND FUND BASE PERIOD. DATA SERVICES,CONT_AWD_70B04C20F00001310_7014_HHSN316201200184W_7529
CBP,70B01C21F00000618,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.",5136269.77,2021-07-16,0,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,PROGRAM & PROJECT SUPPORT SERVICES (PPSS),CONT_AWD_70B01C21F00000618_7014_47QRAD20D8141_4732
CBP,70B04C21F00001450,GOVERNMENT ACQUISITIONS INC,5103562.04,2021-09-28,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,"INFORMATION TECHNOLOGY HARDWARE (LAPTOPS, DESKTOPS, SCANNERS, KEYBOARDS, MICE, MONITORS) FOR CBP FIELD SUPPORT",CONT_AWD_70B04C21F00001450_7014_HSHQDC13D00023_7001
CBP,70B03C21F00000013,SMITHS DETECTION INC.,5098290.0,2021-03-01,0,HAZARD-DETECTING INSTRUMENTS AND APPARATUS,IRRADIATION APPARATUS MANUFACTURING,"THIS DELIVERY ORDER IS ISSUED AGAINST THE INDEFINITE DELIVERY, INDEFINITE QUANTITY CONTRACT 70B03C21D00000004.THIS ORDER SATISFIES THE MINIMUM BUY REQUIREMENT- 1 MULTI ENERGY PORTAL.",CONT_AWD_70B03C21F00000013_7014_70B03C21D00000005_7014
CBP,70B03C21C00000025,"DEPENDABLE HEALTH SERVICES, INC",5095228.32,2021-04-12,0,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,CONTRACTOR TO PROVIDE MONITOR/CAREGIVER SERVICES THROUGHOUT THE RIO GRANDE VALLEY SECTOR TO DETAINEES CLASSIFIED AS UNACCOMPANIED CHILDREN AND FAMILY UNITS.,CONT_AWD_70B03C21C00000025_7014_-NONE-_-NONE-
CBP,70B04C18F00000071,SCIENCE APPLICATIONS INTERNATIONAL CORP,5000000.0,2021-05-06,P00015,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",COMPUTER SYSTEMS DESIGN SERVICES,"CBP'S TASPD OPERATIONS AND MAINTENANCE TASK ORDER, THIS MODIFICATION FUNDS OPTION PERIOD 3 SURGE",CONT_AWD_70B04C18F00000071_7014_GS00Q09BGD0060_4735
